field,pi_record_no,place,same as,part of
buyer_loc_1,K-7307,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7308,"Bromfield St., Boston, MA, USA",,tgn/7013445
buyer_loc_1,K-7309,"no street address, Boston, MA, USA",,tgn/7013445
buyer_loc_1,K-7310,"no street address, Chicago, IL, USA",,tgn/7013596
buyer_loc_1,K-7312,"33 State St., Boston, MA, USA",,tgn/7013445
buyer_loc_1,K-7314,"no street address, Paris, France",,tgn/7008038
buyer_loc_1,K-7316,"no street address, Detroit, MI, USA",,tgn/7013547
buyer_loc_1,K-7317,"Fifth Ave. Hotel, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7318,"no street address, Chicago, IL, USA",,tgn/7013596
buyer_loc_1,K-7319,"Fifth Ave. Hotel, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7320,"Fifth Ave. Hotel, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7321,"no street address, Providence, RI, USA",,tgn/7013952
buyer_loc_1,K-7323,"33 State St., Boston, MA, USA",,tgn/7013445
buyer_loc_1,K-7325,"no street address, Detroit, MI, USA",,tgn/7013547
buyer_loc_1,K-7326,"no street address, Chicago, IL, USA",,tgn/7013596
buyer_loc_1,K-7327,"no street address, Providence, RI, USA",,tgn/7013952
buyer_loc_1,K-7328,"no street address, Providence, RI, USA",,tgn/7013952
buyer_loc_1,K-7330,"no street address, Philadelphia, PA, USA",,tgn/7014406
buyer_loc_1,K-7333,"148 E. 37th St./Bill 229 E. 38th St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7334,"no street address, Hopedale, MA, USA",,tgn/7013720
buyer_loc_1,K-7335,"9 Rue Caumartin, Paris, France",,tgn/7008038
buyer_loc_1,K-7337,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7338,"220 W. 127th St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7339,"no street address, Hopedale, MA, USA",,tgn/7013720
buyer_loc_1,K-7341,"2835 Michigan Ave., Chicago, IL, USA",,tgn/7013596
buyer_loc_1,K-7342,"no street address, Paris, France",,tgn/7008038
buyer_loc_1,K-7345,"48 Park Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7346,"no street address, London, England, UK",,tgn/7011781
buyer_loc_1,K-7349,"Sent American Exp. to Graystone Irvington NJ, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7351,"Whitestone, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7352,"86 Park Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7353,"no street address, Philadelphia, PA, USA",,tgn/7014406
buyer_loc_1,K-7355,"no street address, London, England, UK",,tgn/7011781
buyer_loc_1,K-7356,"no street address, Paris, France",,tgn/7008038
buyer_loc_1,K-7357,"no street address, Paris, France",,tgn/7008038
buyer_loc_1,K-7359,"253 Fifth Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7360,"22 Lafayette Sq., Washington, DC, USA",,tgn/7013962
buyer_loc_1,K-7361,"no street address, St. Petersburg, Russia",,tgn/7010273
buyer_loc_1,K-7362,"203 Broadway, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7364,"247 Commonwealth Ave., Boston, MA, USA",,tgn/7013445
buyer_loc_1,K-7365,"no street address, Paris, France",,tgn/7008038
buyer_loc_1,K-7366,"166 Fifth Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7367,"no street address, Paris, France",,tgn/7008038
buyer_loc_1,K-7368,"5 Rue de la Paix, Paris, France",,tgn/7008038
buyer_loc_1,K-7369,"8 Rue St. Georges, Paris, France",,tgn/7008038
buyer_loc_1,K-7370,"166 Fifth Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7371,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7372,"250 Fifth Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7373,"304 Fifth Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7374,"no street address, Boston, MA, USA",,tgn/7013445
buyer_loc_1,K-7375,"196 Clinton Ave., Brooklyn, NY, USA",,tgn/7015822
buyer_loc_1,K-7376,"1 E. 72nd St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7377,"The Florence, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7379,"109 Madison Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7380,"no street address, Pittsburgh, PA, USA",,tgn/7013927
buyer_loc_1,K-7382,"15 E. 61st St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7383,"no street address, Milwaukee, WI, USA",,tgn/7014071
buyer_loc_1,K-7388,"no street address, Boston, MA, USA",,tgn/7013445
buyer_loc_1,K-7389,"no street address, Providence, RI, USA",,tgn/7013952
buyer_loc_1,K-7390,"67 Downing St., Brooklyn, NY, USA",,tgn/7015822
buyer_loc_1,K-7392,"236 Woodward Ave., Detroit, MI, USA",,tgn/7013547
buyer_loc_1,K-7396,"22 Lafayette Sq., Washington, DC, USA",,tgn/7013962
buyer_loc_1,K-7397,"518 Fulton St., Brooklyn, NY, USA",,tgn/7015822
buyer_loc_1,K-7398,"The Cambridge Fifth Ave. & 13th St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7400,"no street address, Chicago, IL, USA",,tgn/7013596
buyer_loc_1,K-7403,"Mills Bldg., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7404,"27 W. 57th St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7405,"148 Commonwealth Ave., Boston, MA, USA",,tgn/7013445
buyer_loc_1,K-7407,"Sent American Exp. to Graystone Irvington NJ, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7408,"62 Worth St./426 W. End Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7410,"28 W. 47th St./48 Wall St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7411,"Whitestone, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7412,"The Florence, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7413,"Wynewood Montgomery Co., Philadelphia, PA, USA",,tgn/7014406
buyer_loc_1,K-7416,"Illinois Trust & Savings Bank, Chicago, IL, USA",,tgn/7013596
buyer_loc_1,K-7417,"no street address, Detroit, MI, USA",,tgn/7013547
buyer_loc_1,K-7420,"530 Fifth Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7421,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7424,"Chickering Hall, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7425,"304 Fifth Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7426,"Fifth Ave. Hotel, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7427,"no street address, Lexington, MA, USA",,tgn/7013888
buyer_loc_1,K-7428,"The Netherland, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7432,"no street address, Pittsburgh, PA, USA",,tgn/7013927
buyer_loc_1,K-7433,"Auditorium Chicago, Paris, France",,tgn/7008038
buyer_loc_1,K-7434,"259 W. 72nd St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7435,"182 Beacon St., Boston, MA, USA",,tgn/7013445
buyer_loc_1,K-7436,"no street address, Chicago, IL, USA",,tgn/7013596
buyer_loc_1,K-7437,"36 Bromfield St., Boston, MA, USA",,tgn/7013445
buyer_loc_1,K-7438,"197 Madison Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7439,"22 Lafayette Sq., Washington, DC, USA",,tgn/7013962
buyer_loc_1,K-7443,"no street address, Philadelphia, PA, USA",,tgn/7014406
buyer_loc_1,K-7444,"1313 Walnut St., Philadelphia, PA, USA",,tgn/7014406
buyer_loc_1,K-7445,"506 So. Broad St., Philadelphia, PA, USA",,tgn/7014406
buyer_loc_1,K-7446,"776 Delaware Ave., Buffalo, NY, USA",,tgn/7013463
buyer_loc_1,K-7448,"72 Broadway, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7449,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7450,"7 W. 37th St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7452,"no street address, Paris, France",,tgn/7008038
buyer_loc_1,K-7453,"no street address, Chicago, IL, USA",,tgn/7013596
buyer_loc_1,K-7454,"no street address, Philadelphia, PA, USA",,tgn/7014406
buyer_loc_1,K-7455,"no street address, Philadelphia, PA, USA",,tgn/7014406
buyer_loc_1,K-7456,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7457,"no street address, Philadelphia, PA, USA",,tgn/7014406
buyer_loc_1,K-7458,"no street address, Springfield, MA, USA",,tgn/7014531
buyer_loc_1,K-7459,"Clarendon Hotel, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7460,"Clarendon Hotel, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7461,"206 Madison Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7462,"317 Erie St., Chicago, IL, USA",,tgn/7013596
buyer_loc_1,K-7463,"no street address, Chicago, IL, USA",,tgn/7013596
buyer_loc_1,K-7464,"no street address, Boston, MA, USA",,tgn/7013445
buyer_loc_1,K-7465,"232 Clinton Ave., Brooklyn, NY, USA",,tgn/7015822
buyer_loc_1,K-7466,"no street address, Detroit, MI, USA",,tgn/7013547
buyer_loc_1,K-7469,"122 Western Ave., Allegheny, PA, USA",,tgn/7013272
buyer_loc_1,K-7470,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7471,"8 E. 56th St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7472,"36 Bromfield St., Boston, MA, USA",,tgn/7013445
buyer_loc_1,K-7473,"109 Nahaut St., Lynn, MA, USA",,tgn/2050042
buyer_loc_1,K-7474,"92 State St., Portsmouth, NH, USA",,tgn/7014275
buyer_loc_1,K-7475,"no street address, Portsmouth, NH, USA",,tgn/7014275
buyer_loc_1,K-7476,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7477,"2 W. 48th St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7478,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7479,"no street address, Detroit, MI, USA",,tgn/7013547
buyer_loc_1,K-7480,"7 W. 37th St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7481,"27 W. 57th St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7482,"no street address, Portsmouth, NH, USA",,tgn/7014275
buyer_loc_1,K-7483,"no street address, Pittsburgh, PA, USA",,tgn/7013927
buyer_loc_1,K-7484,"7 W. 37th St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7485,"7 Tenbroeck St., Albany, NY, USA",,tgn/7013266
buyer_loc_1,K-7486,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7487,"no street address, Boston, MA, USA",,tgn/7013445
buyer_loc_1,K-7488,1400 Eulan Pl.,,tgn/7013352
buyer_loc_1,K-7488,"of E. Levering & Co., Baltimore, MD, USA",,tgn/7013352
buyer_loc_1,K-7489,"no street address, Anniston, AL, USA",,tgn/2002469
buyer_loc_1,K-7490,"no street address, Chicago, IL, USA",,tgn/7013596
buyer_loc_1,K-7491,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7493,"The Chelsea 222 W. 23rd St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7494,"793 Madison Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7495,"413 Penn Ave., Pittsburgh, PA, USA",,tgn/7013927
buyer_loc_1,K-7496,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7497,"no street address, Harrisburg, PA, USA",,tgn/2378355
buyer_loc_1,K-7498,"92 State St., Portsmouth, NH, USA",,tgn/7014275
buyer_loc_1,K-7499,"1806 Wallace St., Philadelphia, PA, USA",,tgn/7014406
buyer_loc_1,K-7500,1400 Eulan Pl.,,tgn/7013352
buyer_loc_1,K-7500,"of E. Levering & Co., Baltimore, MD, USA",,tgn/7013352
buyer_loc_1,K-7501,"506 So. Broad St., Philadelphia, PA, USA",,tgn/7014406
buyer_loc_1,K-7502,"81 Park Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7503,"no street address, Philadelphia, PA, USA",,tgn/7014406
buyer_loc_1,K-7504,"no street address, Boston, MA, USA",,tgn/7013445
buyer_loc_1,K-7505,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7506,"no street address, Chicago, IL, USA",,tgn/7013596
buyer_loc_1,K-7507,"no street address, Boston, MA, USA",,tgn/7013445
buyer_loc_1,K-7508,"R107 The Cambdridge, Philadelphia, PA, USA",,tgn/7014406
buyer_loc_1,K-7509,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7510,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7511,"26 W. 22nd St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7512,"the Florence, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7513,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7514,"no street address, Philadelphia, PA, USA",,tgn/7014406
buyer_loc_1,K-7515,"45 W. 58th St./50 Exchange Pl., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7516,"Grand Hotel, New York, Ny, USA",,tgn/7007567
buyer_loc_1,K-7517,"no street address, Holyoke, MA, USA",,tgn/7013717
buyer_loc_1,K-7518,"no street address, Boston, MA, USA",,tgn/7013445
buyer_loc_1,K-7519,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7520,"25 Madison Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7521,"25 Madison Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7522,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7523,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7524,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7525,"no street address, Chicago, IL, USA",,tgn/7013596
buyer_loc_1,K-7526,"49 W. 71st St./482 8th Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7527,"7 E. 67th St., Savin, Frank W.",,tgn/7007567
buyer_loc_1,K-7528,"5 Chester Sq., Boston, MA, USA",,tgn/7013445
buyer_loc_1,K-7529,"117 Newbury St., Boston, MA, USA",,tgn/7013445
buyer_loc_1,K-7530,"166 Fifth Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7531,"Paris, France",tgn/7008038,
buyer_loc_1,K-7532,"no street address, Philadelphia, PA, USA",,tgn/7014406
buyer_loc_1,K-7533,"no street address, Omaha, NE, USA",,tgn/7014285
buyer_loc_1,K-7534,"Paris, France",tgn/7008038,
buyer_loc_1,K-7536,"25 Madison Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7538,"1 E. 66th St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7539,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7540,"259 W. 72nd St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7541,"no street address, Rochester, NY, USA",,tgn/7014348
buyer_loc_1,K-7542,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7543,"15 W. 46th St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7544,"317 Erie St., Chicago, IL, USA",,tgn/7013596
buyer_loc_1,K-7548,"12 Gibbs St., Rochester, NY, USA",,tgn/7014348
buyer_loc_1,K-7549,"no street address, Detroit, MI, USA",,tgn/7013547
buyer_loc_1,K-7550,"120 W. 55th St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7551,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7552,"no street address, Springfield, MA, USA",,tgn/7014531
buyer_loc_1,K-7553,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7554,"no street address, Milwaukee, WI, USA",,tgn/7014071
buyer_loc_1,K-7556,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7558,"145 Troup St., Rochester, NY, USA",,tgn/7014348
buyer_loc_1,K-7559,"224 W. 59th St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7560,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7561,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7564,"Rosemont, PA, Philadelphia, PA, USA",tgn/2090331,
buyer_loc_1,K-7565,"Rosemont, PA, Philadelphia, PA, USA",tgn/2090331,
buyer_loc_1,K-7566,"368 Fifth Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7567,"5th & Bellefield Ave., Pittsburgh, PA, USA",,tgn/7013927
buyer_loc_1,K-7568,"166 Fifth Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7570,"117 Newbury St., Boston, MA, USA",,tgn/7013445
buyer_loc_1,K-7572,"41 Chausée d'Antin, Paris, France",,tgn/7008038
buyer_loc_1,K-7573,"no street address, Chicago, IL, USA",,tgn/7013596
buyer_loc_1,K-7574,"no street address, Philadelphia, PA, USA",,tgn/7014406
buyer_loc_1,K-7575,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7576,"Kent & Beacon St., Boston, MA, USA",,tgn/7013445
buyer_loc_1,K-7577,"no street address, Chicago, IL, USA",,tgn/7013596
buyer_loc_1,K-7578,"no street address, Chicago, IL, USA",,tgn/7013596
buyer_loc_1,K-7579,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7580,"368 Fifth Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7581,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7582,"no street address, London, England, UK",,tgn/7011781
buyer_loc_1,K-7584,"145 Troup St., Rochester, NY, USA",,tgn/7014348
buyer_loc_1,K-7585,"no street address, New York, Ny, USA",,tgn/7007567
buyer_loc_1,K-7586,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7587,"no street address, Rochester, NY, USA",,tgn/7014348
buyer_loc_1,K-7589,"47 E. 53rd St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7591,"79 State St., Boston, MA, USA",,tgn/7013445
buyer_loc_1,K-7592,"no street address, Philadelphia, PA, USA",,tgn/7014406
buyer_loc_1,K-7594,"Mason Bldg., Boston, MA, USA",,tgn/7013445
buyer_loc_1,K-7595,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7599,"no street address, Stamford, CT, USA",,tgn/7014535
buyer_loc_1,K-7600,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7601,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7604,"2 E. 30th St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7607,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7611,"no street address, Milwaukee, WI, USA",,tgn/7014071
buyer_loc_1,K-7612,"no street address, Milwaukee, WI, USA",,tgn/7014071
buyer_loc_1,K-7613,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7615,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7616,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7617,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7618,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7619,"no street address, New York, Ny, USA",,tgn/7007567
buyer_loc_1,K-7620,"18 Gramercy Park, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7621,"S.W. cor. 16th & Locust St., Philadelphia, PA, USA",,tgn/7014406
buyer_loc_1,K-7624,"11 E. 40th St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7625,"Broadway, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7626,"Broadway, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7627,"Broadway, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7628,"R107 The Cambdridge, Philadelphia, PA, USA",,tgn/7014406
buyer_loc_1,K-7630,"145 Troup St., Rochester, NY, USA",,tgn/7014348
buyer_loc_1,K-7631,"no street address, Youngstown, OH, USA",,tgn/7014656
buyer_loc_1,K-7632,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7633,"27 W. 57th St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7634,"no street address, Saint Louis, MO, USA",,tgn/7014444
buyer_loc_1,K-7635,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7636,"258 Madison Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7637,"258 Madison Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7638,"16 W. 57th St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7639,"S.W. corn. 16th & Locust St., Philadelphia, PA, USA",,tgn/7014406
buyer_loc_1,K-7640,"16 W. 57th St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7641,"11 E. 40th St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7642,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7643,"no street address, Detroit, MI, USA",,tgn/7013547
buyer_loc_1,K-7644,"95 Jerolemon St., Brooklyn, NY, USA",,tgn/7015822
buyer_loc_1,K-7645,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7650,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7651,"no street address, Detroit, MI, USA",,tgn/7013547
buyer_loc_1,K-7652,"no street address, Detroit, MI, USA",,tgn/7013547
buyer_loc_1,K-7653,"no street address, Colorado Springs, CO, USA",,tgn/7013637
buyer_loc_1,K-7654,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7656,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7658,"36 Bromfield St., Boston, MA, USA",,tgn/7013445
buyer_loc_1,K-7659,"no street address, Detroit, MI, USA",,tgn/7013547
buyer_loc_1,K-7660,"no street address, Pittsburgh, PA, USA",,tgn/7013927
buyer_loc_1,K-7661,"no street address, Saint Louis, MO, USA",,tgn/7014444
buyer_loc_1,K-7662,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7663,"no street address, Milwaukee, WI, USA",,tgn/7014071
buyer_loc_1,K-7664,"no street address, Philadelphia, PA, USA",,tgn/7014406
buyer_loc_1,K-7665,"no street address, Philadelphia, PA, USA",,tgn/7014406
buyer_loc_1,K-7666,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7667,"no street address, Saint Louis, MO, USA",,tgn/7014444
buyer_loc_1,K-7670,"6 Pierrepont St., Brooklyn, NY, USA",,tgn/7015822
buyer_loc_1,K-7671,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7672,"no street address, Passaic, NJ, USA",,tgn/2065794
buyer_loc_1,K-7673,"820 Penn Ave., Pittsburgh, PA, USA",,tgn/7013927
buyer_loc_1,K-7674,"no street address, Chicago, IL, USA",,tgn/7013596
buyer_loc_1,K-7675,"no street address, Detroit, MI, USA",,tgn/7013547
buyer_loc_1,K-7676,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7677,"1511 Spruce St., Philadelphia, PA, USA",,tgn/7014406
buyer_loc_1,K-7678,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7679,"no street address, Pittsburgh, PA, USA",,tgn/7013927
buyer_loc_1,K-7680,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7681,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7682,"The Sevilla 58th St. NYC, Colorado Springs, CO, USA",,tgn/7013637
buyer_loc_1,K-7684,"no street address, Detroit, MI, USA",,tgn/7013547
buyer_loc_1,K-7685,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7688,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7689,"The Shelburne Fifth Ave., New York, Ny, USA",,tgn/7007567
buyer_loc_1,K-7690,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7691,"2709 Prairie Ave., Chicago, IL, USA",,tgn/7013596
buyer_loc_1,K-7693,"438 W. 23rd St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7694,"5 E. 26th St., New York, Ny, USA",,tgn/7007567
buyer_loc_1,K-7695,"no street address, Philadelphia, PA, USA",,tgn/7014406
buyer_loc_1,K-7696,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7698,"Union League Club, Philadelphia, PA, USA",,tgn/7014406
buyer_loc_1,K-7700,"Gilsey House, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7701,"31 Wethersfield Ave., Hartford, CT, USA",,tgn/7013695
buyer_loc_1,K-7702,"Brooklyn, NY, USA",tgn/7015822,
buyer_loc_1,K-7703,"135 Fifth Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7704,"281 Fifth Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7705,"34 E. 37th St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7706,"no street address, New York, Ny, USA",,tgn/7007567
buyer_loc_1,K-7707,"no street address, Boston, MA, USA",,tgn/7013445
buyer_loc_1,K-7708,"697 Fifth Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7709,"Detroit, MI, USA",tgn/7013547,
buyer_loc_1,K-7710,"no street address, Pawtucket, RI, USA",,tgn/2095048
buyer_loc_1,K-7712,"no street address, Saint Paul, MN, USA",,tgn/7013947
buyer_loc_1,K-7713,"no street address, Washington, DC, USA",,tgn/7013962
buyer_loc_1,K-7715,"206 Clinton Ave., Brooklyn, NY, USA",,tgn/7015822
buyer_loc_1,K-7716,"546 Delaware Ave., Buffalo, NY, USA",,tgn/7013463
buyer_loc_1,K-7717,"5 W. 57th St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7718,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7719,"Elmira, NY, USA",tgn/7014109,
buyer_loc_1,K-7720,"no street address, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7721,"no street address, Brooklyn, NY, USA",,tgn/7015822
buyer_loc_1,K-7722,"5 E. 26th St., New York, Ny, USA",,tgn/7007567
buyer_loc_1,K-7723,"no street address, Philadelphia, PA, USA",,tgn/7014406
buyer_loc_1,K-7724,"no street address, San Francisco, CA, USA",,tgn/7014456
buyer_loc_1,K-7725,"no street address, Boston, MA, USA",,tgn/7013445
buyer_loc_1,K-7726,"47 Park Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7727,"47 Park Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7728,"Pier 9 N. River, New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7729,"182 Madison Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7730,"7 E. 26th St., New York, Ny, USA",,tgn/7007567
buyer_loc_1,K-7731,"135 Fifth Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7733,"no street address, La Crosse, WI, USA",,tgn/2121549
buyer_loc_1,K-7734,"7 Madison Square North, New York, Ny, USA",,tgn/7007567
buyer_loc_1,K-7735,"8 E. 48th St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7736,"16 E. 38th St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7737,"54 W. Fort St., Detroit, MI, USA",,tgn/7013547
buyer_loc_1,K-7738,"17 E. 69th St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7739,"327 W. 57th St., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7740,"Fifth Ave., New York, NY, USA",,tgn/7007567
buyer_loc_1,K-7741,"no street address, Columbus, OH, USA",,tgn/7013645
