field,pi_record_no,place,same as,part of
seller_loc_1,K-30384,"Newport, RI, USA",tgn/7014221,
seller_loc_1,K-30385,"Newport, RI, USA",tgn/7014221,
seller_loc_1,K-30386,"London, England, UK",tgn/7011781,
seller_loc_1,K-30387,"London, England, UK",tgn/7011781,
seller_loc_1,K-30388,"London, England, UK",tgn/7011781,
seller_loc_1,K-30389,"London, England, UK",tgn/7011781,
seller_loc_1,K-30390,"London, England, UK",tgn/7011781,
seller_loc_1,K-30391,"London, England, UK",tgn/7011781,
seller_loc_1,K-30392,"London, England, UK",tgn/7011781,
seller_loc_1,K-30393,"London, England, UK",tgn/7011781,
seller_loc_1,K-30394,"London, England, UK",tgn/7011781,
seller_loc_1,K-30395,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30396,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30397,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30398,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30399,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30400,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30401,"Shelburne, VT, USA",tgn/7014503,
seller_loc_1,K-30402,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30403,"Paris, France",tgn/7008038,
seller_loc_1,K-30404,"Paris, France",tgn/7008038,
seller_loc_1,K-30405,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30406,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30407,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30408,"London, England, UK",tgn/7011781,
seller_loc_1,K-30409,"London, England, UK",tgn/7011781,
seller_loc_1,K-30410,"London, England, UK",tgn/7011781,
seller_loc_1,K-30411,"London, England, UK",tgn/7011781,
seller_loc_1,K-30412,"London, England, UK",tgn/7011781,
seller_loc_1,K-30413,"London, England, UK",tgn/7011781,
seller_loc_1,K-30414,"London, England, UK",tgn/7011781,
seller_loc_1,K-30415,"London, England, UK",tgn/7011781,
seller_loc_1,K-30416,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30417,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30418,"London, England, UK",tgn/7011781,
seller_loc_1,K-30419,"London, England, UK",tgn/7011781,
seller_loc_1,K-30420,"London, England, UK",tgn/7011781,
seller_loc_1,K-30421,"London, England, UK",tgn/7011781,
seller_loc_1,K-30422,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30423,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30424,"London, England, UK",tgn/7011781,
seller_loc_1,K-30425,"96 Park Road,",,tgn/7007567
seller_loc_1,K-30426,"Detling, Kent, England, UK",tgn/1029046,
seller_loc_1,K-30427,"Detling, Kent, England, UK",tgn/1029046,
seller_loc_1,K-30428,"Detling, Kent, England, UK",tgn/1029046,
seller_loc_1,K-30429,"Detling, Kent, England, UK",tgn/1029046,
seller_loc_1,K-30430,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30431,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30432,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30433,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30434,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30435,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30436,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30437,"Baltimore, MD, USA",tgn/7013352,
seller_loc_1,K-30438,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30439,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30440,"London, England, UK",tgn/7011781,
seller_loc_1,K-30441,"London, England, UK",tgn/7011781,
seller_loc_1,K-30442,"London, England, UK",tgn/7011781,
seller_loc_1,K-30443,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30444,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30445,"Dover, MA, USA",,tgn/7007517
seller_loc_1,K-30446,"Dover, MA, USA",,tgn/7007517
seller_loc_1,K-30447,"Dover, MA, USA",,tgn/7007517
seller_loc_1,K-30448,"Dover, MA, USA",,tgn/7007517
seller_loc_1,K-30449,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30450,"Greenwich, CT, USA",tgn/7014145,
seller_loc_1,K-30451,"Detling, Kent, England, UK",tgn/1029046,
seller_loc_1,K-30452,"Detling, Kent, England, UK",tgn/1029046,
seller_loc_1,K-30453,"Detling, Kent, England, UK",tgn/1029046,
seller_loc_1,K-30454,"Detling, Kent, England, UK",tgn/1029046,
seller_loc_1,K-30455,"London, England, UK",tgn/7011781,
seller_loc_1,K-30456,"London, England, UK",tgn/7011781,
seller_loc_1,K-30457,"London, England, UK",tgn/7011781,
seller_loc_1,K-30458,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30459,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30460,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30461,409 W 24,,tgn/7007567
seller_loc_1,K-30462,"Philadelphia, PA, USA",tgn/7014406,
seller_loc_1,K-30463,"Philadelphia, PA, USA",tgn/7014406,
seller_loc_1,K-30464,"London, England, UK",tgn/7011781,
seller_loc_1,K-30465,"London, England, UK",tgn/7011781,
seller_loc_1,K-30466,"London, England, UK",tgn/7011781,
seller_loc_1,K-30467,"London, England, UK",tgn/7011781,
seller_loc_1,K-30468,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30469,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30470,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30471,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30475,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30476,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30477,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30478,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30479,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30480,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30481,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30482,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30483,"Boston, MA, USA",tgn/7013445,
seller_loc_1,K-30484,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30485,"Washington, DC, USA",tgn/7013962,
seller_loc_1,K-30486,"London, England, UK",tgn/7011781,
seller_loc_1,K-30487,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30488,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30489,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30490,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30491,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30492,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30493,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30494,24 East 64,,tgn/7007567
seller_loc_1,K-30495,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30496,"London, England, UK",tgn/7011781,
seller_loc_1,K-30497,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30498,23 East 74,,tgn/7007567
seller_loc_1,K-30499,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30500,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30501,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30502,"London, England, UK",tgn/7011781,
seller_loc_1,K-30503,"Duke St., St. James S.W.1",,tgn/7011781
seller_loc_1,K-30504,"Duke St., St. James S.W.1",,tgn/7011781
seller_loc_1,K-30505,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30506,"Box 239 Toms River, N.J.",tgn/2066325,
seller_loc_1,K-30507,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30508,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30509,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30510,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30511,"London, England, UK",tgn/7011781,
seller_loc_1,K-30512,"London, England, UK",tgn/7011781,
seller_loc_1,K-30513,"London, England, UK",tgn/7011781,
seller_loc_1,K-30514,"London, England, UK",tgn/7011781,
seller_loc_1,K-30515,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30516,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30517,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30518,"London, England, UK",tgn/7011781,
seller_loc_1,K-30519,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30520,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30522,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30523,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30524,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30525,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30526,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30527,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30528,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30529,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30530,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30531,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30532,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30533,"Newton Square, PA, USA",,tgn/7007710
seller_loc_1,K-30534,"Philadelphia, PA, USA",tgn/7014406,
seller_loc_1,K-30535,"London, England, UK",tgn/7011781,
seller_loc_1,K-30536,14 East 77,,tgn/7007567
seller_loc_1,K-30537,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30538,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30539,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30540,"London, England, UK",tgn/7011781,
seller_loc_1,K-30541,"London, England, UK",tgn/7011781,
seller_loc_1,K-30542,"London, England, UK",tgn/7011781,
seller_loc_1,K-30543,"London, England, UK",tgn/7011781,
seller_loc_1,K-30544,"London, England, UK",tgn/7011781,
seller_loc_1,K-30545,"London, England, UK",tgn/7011781,
seller_loc_1,K-30546,176 High St. Cheltenham,,tgn/7011192
seller_loc_1,K-30547,"London, England, UK",tgn/7011781,
seller_loc_1,K-30548,"London, England, UK",tgn/7011781,
seller_loc_1,K-30549,24 East 64th St. N.Y.,,tgn/7007567
seller_loc_1,K-30550,45 W 11th St.,,tgn/7007567
seller_loc_1,K-30551,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30552,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30553,"London, England, UK",tgn/7011781,
seller_loc_1,K-30554,"London, England, UK",tgn/7011781,
seller_loc_1,K-30555,"London, England, UK",tgn/7011781,
seller_loc_1,K-30556,"London, England, UK",tgn/7011781,
seller_loc_1,K-30557,"42 Grosvenor Mews, Bond St.",,tgn/7011781
seller_loc_1,K-30558,"London, England, UK",tgn/7011781,
seller_loc_1,K-30559,"London, England, UK",tgn/7011781,
seller_loc_1,K-30560,"London, England, UK",tgn/7011781,
seller_loc_1,K-30561,"London, England, UK",tgn/7011781,
seller_loc_1,K-30562,"London, England, UK",tgn/7011781,
seller_loc_1,K-30563,"London, England, UK",tgn/7011781,
seller_loc_1,K-30564,"London, England, UK",tgn/7011781,
seller_loc_1,K-30565,"London, England, UK",tgn/7011781,
seller_loc_1,K-30566,"Chorleywood Common, Nerto",,tgn/1028850
seller_loc_1,K-30567,"London, England, UK",tgn/7011781,
seller_loc_1,K-30568,"London, England, UK",tgn/7011781,
seller_loc_1,K-30569,"1807 Walnut St, Philadelphia, PA, USA",,tgn/7014406
seller_loc_1,K-30570,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30571,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30572,"Newport, RI, USA",tgn/7014221,
seller_loc_1,K-30573,"London, England, UK",tgn/7011781,
seller_loc_1,K-30574,"London, England, UK",tgn/7011781,
seller_loc_1,K-30575,"Round Way, Bodenham Rd., Hereford",,tgn/7011091
seller_loc_1,K-30576,"Round Way, Bodenham Rd., Hereford",,tgn/7011091
seller_loc_1,K-30577,"London, England, UK",tgn/7011781,
seller_loc_1,K-30578,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30579,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30580,"Philadelphia, PA, USA",tgn/7014406,
seller_loc_1,K-30581,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30582,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30583,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30584,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30585,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30586,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30587,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30588,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30589,"32 East 51st St, New York, NY, USA",,tgn/7007567
seller_loc_1,K-30590,"London, England, UK",tgn/7011781,
seller_loc_1,K-30591,"London, England, UK",tgn/7011781,
seller_loc_1,K-30592,"London, England, UK",tgn/7011781,
seller_loc_1,K-30593,"London, England, UK",tgn/7011781,
seller_loc_1,K-30594,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30595,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30596,Phila Penn,tgn/7014406,
seller_loc_1,K-30597,Phila Penn,tgn/7014406,
seller_loc_1,K-30598,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30599,"London, England, UK",tgn/7011781,
seller_loc_1,K-30600,"London, England, UK",tgn/7011781,
seller_loc_1,K-30601,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30602,"London, England, UK",tgn/7011781,
seller_loc_1,K-30603,"London, England, UK",tgn/7011781,
seller_loc_1,K-30604,"London, England, UK",tgn/7011781,
seller_loc_1,K-30605,"London, England, UK",tgn/7011781,
seller_loc_1,K-30606,"The Chantry, Elstren Nerts, England",,tgn/7002445
seller_loc_1,K-30607,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30608,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30609,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30610,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30611,"London, England, UK",tgn/7011781,
seller_loc_1,K-30612,"London, England, UK",tgn/7011781,
seller_loc_1,K-30613,"Goldero Green, N.W. 11",,tgn/7011781
seller_loc_1,K-30614,"London, England, UK",tgn/7011781,
seller_loc_1,K-30615,"London, England, UK",tgn/7011781,
seller_loc_1,K-30616,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30617,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30618,"Bridgehampton, NY, USA",tgn/2068191,
seller_loc_1,K-30619,"London, England, UK",tgn/7011781,
seller_loc_1,K-30620,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30621,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30622,14 East 28,,tgn/7007567
seller_loc_1,K-30623,"Minneapolis, MN, USA",tgn/7014080,
seller_loc_1,K-30624,"Philadelphia, PA, USA",tgn/7014406,
seller_loc_1,K-30624,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30625,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30626,"Paris, France",tgn/7008038,
seller_loc_1,K-30627,"881 5th Ave, New York, NY, USA",,tgn/7007567
seller_loc_1,K-30629,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30630,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30631,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30632,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30633,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30634,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30635,"32 E. 57th St., New York, NY, USA",,tgn/7007567
seller_loc_1,K-30636,"Newport, RI, USA",tgn/7014221,
seller_loc_1,K-30637,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30638,"Round Way, Bodenham Rd., Hereford",,tgn/7011091
seller_loc_1,K-30639,"London, England, UK",tgn/7011781,
seller_loc_1,K-30640,"London, England, UK",tgn/7011781,
seller_loc_1,K-30641,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30642,"Southampton, NY, USA",tgn/7014521,
seller_loc_1,K-30643,226 W. 4 St.,,tgn/7007567
seller_loc_1,K-30644,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30645,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30646,"Claremont, VA, USA",tgn/2111199,
seller_loc_1,K-30647,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30648,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30649,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30650,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30651,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30652,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30653,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30654,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30655,"London, England, UK",tgn/7011781,
seller_loc_1,K-30656,"London, England, UK",tgn/7011781,
seller_loc_1,K-30657,"London, England, UK",tgn/7011781,
seller_loc_1,K-30658,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30659,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30660,45 West 11 St.,,tgn/7007567
seller_loc_1,K-30661,"32 East 51st St, New York, NY, USA",,tgn/7007567
seller_loc_1,K-30662,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30663,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30664,"no street given, New York, NY, USA",,tgn/7007567
seller_loc_1,K-30665,"no street given, New York, NY, USA",,tgn/7007567
seller_loc_1,K-30666,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30667,"no street given, New York, NY, USA",,tgn/7007567
seller_loc_1,K-30668,"no street given, New York, NY, USA",,tgn/7007567
seller_loc_1,K-30669,"no street given, New York, NY, USA",,tgn/7007567
seller_loc_1,K-30670,"no street given, New York, NY, USA",,tgn/7007567
seller_loc_1,K-30671,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30672,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30673,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30674,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30675,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30676,962 5th Ave,,tgn/7007567
seller_loc_1,K-30676,"175 W 58 St, New York, NY, USA",,tgn/7007567
seller_loc_1,K-30677,962 5th Ave,,tgn/7007567
seller_loc_1,K-30677,"175 W 58 St, New York, NY, USA",,tgn/7007567
seller_loc_1,K-30678,962 5th Ave,,tgn/7007567
seller_loc_1,K-30678,"175 W 58 St, New York, NY, USA",,tgn/7007567
seller_loc_1,K-30679,962 5th Ave,,tgn/7007567
seller_loc_1,K-30679,"175 W 58 St, New York, NY, USA",,tgn/7007567
seller_loc_1,K-30680,962 5th Ave,,tgn/7007567
seller_loc_1,K-30680,"175 W 58 St, New York, NY, USA",,tgn/7007567
seller_loc_1,K-30681,"London, England, UK",tgn/7011781,
seller_loc_1,K-30681,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30682,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30683,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30684,"London, England, UK",tgn/7011781,
seller_loc_1,K-30685,"London, England, UK",tgn/7011781,
seller_loc_1,K-30686,"17 Cromwell Crescent, London",,tgn/7011781
seller_loc_1,K-30687,"London, England, UK",tgn/7011781,
seller_loc_1,K-30688,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30689,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30690,2308 Newtown Ave. Astoria L.D.,,tgn/7007568
seller_loc_1,K-30691,2308 Newtown Ave. Astoria L.D.,,tgn/7007568
seller_loc_1,K-30692,"Inland Steel Co. First N/B Bldg Chgo. Ill., Chicago, IL, USA",,tgn/7013596
seller_loc_1,K-30693,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30694,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30695,38 East 57,,tgn/7007567
seller_loc_1,K-30696,38 East 57,,tgn/7007567
seller_loc_1,K-30697,38 East 57,,tgn/7007567
seller_loc_1,K-30698,"Boston, MA, USA",tgn/7013445,
seller_loc_1,K-30699,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30700,"Tarrytown, NY, USA",tgn/2071460,
seller_loc_1,K-30701,"Tarrytown, NY, USA",tgn/2071460,
seller_loc_1,K-30702,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30703,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30704,"146 Adelaide Ave. Brockley, London",,tgn/7011781
seller_loc_1,K-30705,"London, England, UK",tgn/7011781,
seller_loc_1,K-30706,"London, England, UK",tgn/7011781,
seller_loc_1,K-30707,"London, England, UK",tgn/7011781,
seller_loc_1,K-30708,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30709,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30710,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30711,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30712,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30713,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30714,"Newton Square, PA, USA",,tgn/7007710
seller_loc_1,K-30715,"5/6 Harris Arcade, Reading, Berks.",,tgn/7011918
seller_loc_1,K-30716,"London, England, UK",tgn/7011781,
seller_loc_1,K-30717,"Round Way, Bodenham Rd., Hereford",,tgn/7011091
seller_loc_1,K-30718,"Round Way, Bodenham Rd., Hereford",,tgn/7011091
seller_loc_1,K-30719,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30720,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30721,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30722,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30723,"6 Orchard Way, Arle, Cheltenham",,tgn/7011192
seller_loc_1,K-30724,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30725,"Toronto, Ontario",tgn/9226321,
seller_loc_1,K-30726,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30727,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30728,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30729,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30730,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30731,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30732,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30733,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30734,35 E. 76,,tgn/7007567
seller_loc_1,K-30735,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30736,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30737,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30738,"Newport, RI, USA",tgn/7014221,
seller_loc_1,K-30739,"Boston, MA, USA",tgn/7013445,
seller_loc_1,K-30740,"Boston, MA, USA",tgn/7013445,
seller_loc_1,K-30741,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30742,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30743,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30744,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30745,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30746,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30747,"London, England, UK",tgn/7011781,
seller_loc_1,K-30748,"Stamford, CT, USA",tgn/7014535,
seller_loc_1,K-30749,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30750,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30751,"Paris, France",tgn/7008038,
seller_loc_1,K-30752,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30753,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30754,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30755,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30756,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30757,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30758,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30759,"London, England, UK",tgn/7011781,
seller_loc_1,K-30760,42 Hurstwood Rd. Golfers Green Ldn,,tgn/1004542
seller_loc_1,K-30761,"17 Cromwell Crescent, London",,tgn/7011781
seller_loc_1,K-30762,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30763,"Boston, MA, USA",tgn/7013445,
seller_loc_1,K-30764,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30765,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30766,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30767,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30768,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30769,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30770,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30771,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30772,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30773,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30774,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30775,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30776,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30777,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30778,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30779,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30780,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30781,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30782,"Washington, DC, USA",tgn/7013962,
seller_loc_1,K-30783,"Washington, DC, USA",tgn/7013962,
seller_loc_1,K-30784,"Paris, France",tgn/7008038,
seller_loc_1,K-30785,"Paris, France",tgn/7008038,
seller_loc_1,K-30786,"Ardmore, PA, USA",tgn/2090309,
seller_loc_1,K-30787,"Washington, DC, USA",tgn/7013962,
seller_loc_1,K-30788,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30789,"27 Hampshire Rd, Bronxville NY",,tgn/7013456
seller_loc_1,K-30790,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30791,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30792,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30793,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30794,"Philadelphia, PA, USA",tgn/7014406,
seller_loc_1,K-30795,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30796,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30797,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30798,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30799,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30800,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30801,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30802,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30803,"London, England, UK",tgn/7011781,
seller_loc_1,K-30804,"West Hills Road, Huntington, LI",,tgn/7013730
seller_loc_1,K-30805,"59 the Avenue, Kew Gardens, England",,tgn/4005652
seller_loc_1,K-30806,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30807,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30808,"Westchester, PA, USA",,tgn/7007710
seller_loc_1,K-30809,"Philadelphia, PA, USA",tgn/7014406,
seller_loc_1,K-30810,"New York, NY, USA",tgn/7007567,
seller_loc_1,K-30811,"New York, NY, USA",tgn/7007567,
