field,pi_record_no,place,same as,part of
present_loc_geog,K-7967,"New York, NY, USA",tgn/7007567,
present_loc_geog,K-8930,"New York, NY, USA",tgn/7007567,
present_loc_geog,K-9007,"New York, NY, USA",tgn/7007567,
present_loc_geog,K-9022,"New York, NY, USA",tgn/7007567,
present_loc_geog,K-9084,"New York, NY, USA",tgn/7007567,
present_loc_geog,K-9294,"New York, NY, USA",tgn/7007567,
present_loc_geog,K-9314,"New York, NY, USA",tgn/7007567,
present_loc_geog,K-9321,"New York, NY, USA",tgn/7007567,
present_loc_geog,K-9329,"London, England, UK",tgn/7011781,
present_loc_geog,K-9330,"Dublin, Ireland",tgn/7001306,
present_loc_geog,K-9499,"New York, NY, USA",tgn/7007567,
present_loc_geog,K-9555,"Kansas City, MO, USA",tgn/7013820,
present_loc_geog,K-9589,"New York, NY, USA",tgn/7007567,
present_loc_geog,K-9591,"New York, NY, USA",tgn/7007567,
present_loc_geog,K-9593,"New York, NY, USA",tgn/7007567,
present_loc_geog,K-9668,"New York, NY, USA",tgn/7007567,
